path	tag_git_blob	correction_git_blob	identical
src/debug.c	b9dcbb773e119efe7183b98a4df58cc9eb96d670	b9dcbb773e119efe7183b98a4df58cc9eb96d670	true
src/debug.h	7a45c698d051f2da1a228c31cdf115782a7fd948	7a45c698d051f2da1a228c31cdf115782a7fd948	true
src/diagnostic.c	42df7c232cda47a9f06056a000315425b7e5e476	42df7c232cda47a9f06056a000315425b7e5e476	true
src/diagnostic.h	240458b112cec860e530b8654efc114ad81bfa6a	240458b112cec860e530b8654efc114ad81bfa6a	true
src/error.h	ed277376e70a234c7708e2fb82b982be6feb98d8	ed277376e70a234c7708e2fb82b982be6feb98d8	true
src/file.c	7127ef3bff2ec11585ec391f0762e6fb343a87bf	7127ef3bff2ec11585ec391f0762e6fb343a87bf	true
src/file.h	5ca234361841cb3b0276d2c976919711d47cba90	5ca234361841cb3b0276d2c976919711d47cba90	true
src/formatter.c	9b07438278a5022f74cf9263e94eba3847c89973	9b07438278a5022f74cf9263e94eba3847c89973	true
src/formatter.h	9930edc8bfc9d3d24d2f38122a6cae2d8d824932	9930edc8bfc9d3d24d2f38122a6cae2d8d824932	true
src/gcc_backend.c	08d65d00cd0a7bbfb02b1c91c0dbd6c67a34a3df	08d65d00cd0a7bbfb02b1c91c0dbd6c67a34a3df	true
src/gcc_backend.h	4c9ddf8eb96a83701d4c797b843a7f2e65b363c7	4c9ddf8eb96a83701d4c797b843a7f2e65b363c7	true
src/gcc_backend_config.c	5fd08396ea0e92176482d739834b6b89c457b2ce	5fd08396ea0e92176482d739834b6b89c457b2ce	true
src/gcc_backend_config.h	3b31e420be77fad76a8e1f0ed20f8c372908e08c	3b31e420be77fad76a8e1f0ed20f8c372908e08c	true
src/gcc_backend_pkgconfig.c	8c20cbdfdf421832aa677cbc3c0911cd8d643912	8c20cbdfdf421832aa677cbc3c0911cd8d643912	true
src/gcc_backend_pkgconfig.h	7271c2157e4e60d1c4889d48b9a5ccfe57f62adb	7271c2157e4e60d1c4889d48b9a5ccfe57f62adb	true
src/lexer.c	b90aa84fa423d49e983ae9b4d0bc3bda9239ddca	b90aa84fa423d49e983ae9b4d0bc3bda9239ddca	true
src/lexer.h	b9676c445f1ce6edfabd8bc11254f58a4041a0f1	b9676c445f1ce6edfabd8bc11254f58a4041a0f1	true
src/lexer/lexer_scan.c	747b8129f1da6c46a5c8f0650f35901e0d1db633	747b8129f1da6c46a5c8f0650f35901e0d1db633	true
src/lexer/lexer_scan.h	ee290e711828ed95b03a5a28699d1adb26d89e38	ee290e711828ed95b03a5a28699d1adb26d89e38	true
src/lexer/lexer_scan_keyword.c	a7d3db60669b69350bb59a2fea16310f1668ca5c	a7d3db60669b69350bb59a2fea16310f1668ca5c	true
src/lexer/lexer_scan_number.c	abad4be2ea5530e70dea60e190ac143f3856876b	abad4be2ea5530e70dea60e190ac143f3856876b	true
src/lexer/lexer_scan_pipe.c	d428b939f023725f95e30f3b0b8cd7bc3f89126d	d428b939f023725f95e30f3b0b8cd7bc3f89126d	true
src/lexer/lexer_scan_string.c	0a24596213575f3c06320f600f074aca2e391457	0a24596213575f3c06320f600f074aca2e391457	true
src/lexer/lexer_util.c	f6bfd4c68313c72b013e61ca524ae2e8ee16a910	f6bfd4c68313c72b013e61ca524ae2e8ee16a910	true
src/lexer/lexer_util.h	9b6a83a1650fa639418dff01a7b398962a69361c	9b6a83a1650fa639418dff01a7b398962a69361c	true
src/main.c	ba3013bc19c006e7c997b2ac26e3b7b09b676f3d	dea887e68cbc360fcabc2047f6aa2c83095e67c2	false
src/optimizer.c	5972b34ad487b3065b345867e1352d9f5e6d5373	5972b34ad487b3065b345867e1352d9f5e6d5373	true
src/optimizer.h	0bc1ca79c049951dff847c3ae7aa0424a8a4998a	0bc1ca79c049951dff847c3ae7aa0424a8a4998a	true
src/optimizer/optimizer_string.c	94971380a00790e12c44a9e7211dd112e2ebf3b3	94971380a00790e12c44a9e7211dd112e2ebf3b3	true
src/optimizer/optimizer_string.h	79447f6f03482cf50ec0db3890315ceda0469964	79447f6f03482cf50ec0db3890315ceda0469964	true
src/optimizer/optimizer_tail_call.c	d6339a63400e7584c6205ad44feb3fd85d90cea1	d6339a63400e7584c6205ad44feb3fd85d90cea1	true
