path	c_exit	c_sha256	model_exit	model_sha256	status_diagnostics_and_artifacts_equal
tests/cgen/mem_assign_ref_struct.sn	0	c2c43afd5350cf3e22338440fcb30087991ef27f61b76234bcf6ffcf53420086	0	cddb094ae561fce87c75d4131a7da6c9e5d6f35dd8aa963fcb5cb2ad7cca05cd	true
tests/cgen/mem_assign_string.sn	0	77f0cb0ca8fceea7d93af6815422014c3c3147a29180f48f175bb974b0ab9c88	0	0db38a64237c01f54f2abc6d6cd385451ff82908d7e08dc4b26e53f6d57d6c31	true
tests/cgen/mem_copy_of_ref.sn	0	ae61c05473f5684297ee18dc5678316a13e374f19f349d6c80f8f41e3b699fd6	0	dc24898f3932c1d70ac985a390b52d158a19f1d9604b162712e2a38e72d0b315	true
tests/cgen/mem_global_reassign.sn	0	501fbfc884d70b72c5fe5aa4e1ac3611abb1f5b3fdd3cf1b5c7ac7c614bea053	0	2e9d1726a00e51e0c4e09d7464ed49ad55771ef3bbc86a0b2cb6a7edae70173c	true
tests/cgen/mem_global_string.sn	0	a7d9d93ce07139371304dccd9b4cc11ae09d11b1ecf9e2c6fbf4d09b971406a1	0	88011cfe670a545ba9e3524be02359fbe6c5a44508195b2e27ec34f1977f5a5b	true
tests/cgen/mem_index_assign_str.sn	0	45949018a2f154295a9b342ab3c764d3c7eec79092a323e1f732e6a01caf6b84	0	1d0e6f8f21060b4d82aa508553037f13cb8862d58858bacefeb20cff8d7ea715	true
tests/cgen/mem_member_assign_ref.sn	0	69dfbc2e155f674a5c548feb8609af92b7cf7b3cf55a9f764571411b94b6fab4	0	f2d6c1959f917e6e03a9e28d8ff1aae3e20990e91025b1844e76ff9654497d62	true
tests/cgen/mem_member_assign_str.sn	0	32f3ede2ff5f7887129be47fefcd87c3fabbc0cc25a5723b2abff03fb8e294f4	0	6f3a97d353b100b45d14589f60a651f5589dfd135a62768d5befad66d6d910f5	true
tests/cgen/mem_nested_struct.sn	0	1add59d0ea525accafc6904b677d1da1a83e73e2fa9056f785357f86b1437bfc	0	8f701ae520ba78535e631d37fe6447fe7fdc36e57df16c2c6eb84fb9383ef1e6	true
tests/cgen/mem_override_ref_as_val.sn	0	9d02cbf0d480687fe96b40f50064e3dac4484ee7ef3dec955981ef2ec10dd6f0	0	48959de9c4a29e1d3c873c054cc1e507f380169d59de8055cec1c6eb764d7604	true
tests/cgen/mem_override_val_as_ref.sn	0	02148c242c7735e9fdc4bafa3784eaef1e9046d6c36d3ce9e1ade4fbbae64eb2	0	fc0c4c7e683b0e9684e1e8d6f6d500d4f54a297426a164caadbc10107232579c	true
tests/cgen/mem_param_borrowed.sn	0	9d68a7bd60b56adc4d8737b42a484515adbcf535c13f7fd9db2103e36508f90b	0	3caa0a2d04d27e8188b6415a6b85d07b658fb8661edb165f6b709a9e26128089	true
tests/cgen/mem_return_ownership.sn	0	8f8390da558b313846b1f5454b8b8e75c5a9692a5d0b91b867db9a98e5087117	0	dea27602dc5993e6d81f56e379652ecf65bc01f937cd034068790375c41ce12b	true
tests/cgen/mem_return_ref_struct.sn	0	ef4a30abf64fc5d55fd9bf2136426dc92fa693e614fd5bc28d47e480d3f86016	0	0ad6fd416c80975c6c3850812f9afd24a8d699217fc22ba373cc8b2cc2a55936	true
tests/cgen/mem_return_val_struct.sn	0	60eb4609a04c4fa7846de08401d258dc436b7655293126c252300e727e9dbe6c	0	650da65d6f74fb26cbdeac43b16fc9ec18d85343fbb28042369d34ff7a4c67c5	true
tests/cgen/mem_scope_mixed.sn	0	cfda1ef3dba5785b1b87e191723f62ecfa98d35bab33fc2bb0d7229942b2f30b	0	39347a19e436d999df171ad05247ce199e707fb860649a0614d1783c9a3e91d8	true
tests/cgen/mem_string_strdup.sn	0	6a1cee8eef568e06c123b20c4728bb2a42ddad8766a132c9a89ea52d70dbe8fd	0	1b7020fbff83c5ec25cd2330e0089369fcd7f8f9827734aeb627b14439e64a9c	true
tests/cgen/mem_struct_ref_refcount.sn	0	271971c9f7bdc186c389c7672c8dfafefee33ba427476663571703b4a32e1868	0	0f2a6697b775af9306cd8c59102615676d5bdb406e842bf0f6db988588d85766	true
tests/cgen/mem_struct_val_cleanup.sn	0	4906815c9a162d6b0cdf01b9dc95c007dc888c88f35d89472ce5cf090a2e44e1	0	e0edc301310ad1523e027467872da7f75796f0d730a5f7c4eebc6f1a4cf9b2cd	true
tests/cgen/mem_val_struct_copy.sn	0	e4290eaba761525648812f7dcb1d0387b90ba640a79321c6e89670a52050641f	0	1268d81e7a97a889b78d3a306b7f611516ff3b1e4fcf7872d1e66a0ab2df53a1	true
tests/cgen/mem_val_struct_reassign.sn	0	f4f7947c7fd10f68aa0587b3d9d7d2de9271d46458537f13b6c9f9a110eded94	0	46f40303beac8c85b64b9948294217aaf691595ab0b7e283c30f367225dc08f6	true
